"Code 6-digit","Section Code","Part 2-digit","Part 4-digit","Part 6-digit","Product Name","Nom du produit"
"010111","Type 1","01","01","11","Horses; live, pure-bred breeding animals","Les chevaux ; animaux reproducteurs vivants de race pure"
"761490","Type 15","76","14","90","Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core","Aluminium ; fils toronnés, câbles, bandes tressées et similaires (non isolés électriquement), autres qu'avec une âme en acier"
"761510","Type 15","76","15","10","Aluminium; table, kitchen or other household articles and parts thereof, pot scourers and scouring or polishing pads, gloves and the like","Aluminium ; articles de table, de cuisine ou autres articles ménagers et leurs parties, tampons à récurer et tampons à récurer ou à polir, gants et articles similaires"
"761520","Type 15","76","15","20","Aluminium; sanitary ware and parts thereof","Aluminium ; articles sanitaires et leurs parties"
"761610","Type 15","76","16","10","Aluminium; nails, tacks, staples (other than those of heading no. 8305) screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles","Aluminium ; clous, pointes, agrafes (autres que ceux du n°8305) vis, boulons, écrous, crochets à vis, rivets, goupilles, goupilles, rondelles et articles similaires"
"761690","Type 15","76","16","90","Aluminium; articles n.e.s. in heading no. 7616","Aluminium ; articles n.c.a. dans la rubrique no. 7616"
"780110","Type 15","78","01","10","Lead; unwrought, refined","Mener ; brut, raffiné"
"780191","Type 15","78","01","91","Lead; unwrought, unrefined, containing by weight antimony as the principal other element","Mener ; brut, non raffiné, contenant en poids de l'antimoine comme autre élément principal"
"780199","Type 15","78","01","99","Lead; unwrought, unrefined, not containing by weight antimony as the principal other element","Mener ; brut, non raffiné, ne contenant pas en poids d'antimoine comme autre élément principal"
"780200","Type 15","78","02","00","Lead; waste and scrap","Mener ; déchets et rebuts"
"780300","Type 15","78","03","00","Lead; bars, rods, profiles and wire","Mener ; barres, tiges, profilés et fils"
"780411","Type 15","78","04","11","Lead; sheets, strip and foil, of a thickness (excluding any backing) not exceeding 0.2mm","Mener ; feuilles, bandes et feuilles d'une épaisseur (à l'exclusion de tout support) n'excédant pas 0,2 mm"
"780419","Type 15","78","04","19","Lead; plates, sheets, strip and foil, of a thickness (excluding any backing) exceeding 0.2mm","Mener ; plaques, feuilles, bandes et feuilles d'une épaisseur (à l'exclusion de tout support) supérieure à 0,2 mm"
"780420","Type 15","78","04","20","Lead; powders and flakes","Mener ; poudres et flocons"
"780500","Type 15","78","05","00","Lead; tubes, pipes and tube or pipe fittings (eg couplings, elbows, and sleeves)","Mener ; tubes, tuyaux et raccords de tubes ou de tuyaux (p. ex. raccords, coudes et manchons)"
"780600","Type 15","78","06","00","Lead; articles n.e.s. in chapter 78","Mener ; articles n.c.a. au chapitre 78"
"790111","Type 15","79","01","11","Zinc; unwrought, (not alloyed), containing by weight 99.99% or more of zinc","Zinc ; brut, (non allié), contenant en poids 99,99 % ou plus de zinc"
"790112","Type 15","79","01","12","Zinc; unwrought, (not alloyed), containing by weight less than 99.99% of zinc","Zinc ; sous forme brute (non alliée), contenant en poids moins de 99,99 % de zinc"
"790120","Type 15","79","01","20","Zinc; unwrought, alloys","Zinc ; bruts, alliages"
"790200","Type 15","79","02","00","Zinc; waste and scrap","Zinc ; déchets et rebuts"
"790310","Type 15","79","03","10","Zinc dust","Poussière de zinc"
"790390","Type 15","79","03","90","Zinc; powders and flakes","Zinc ; poudres et flocons"
"790400","Type 15","79","04","00","Zinc; bars, rods, profiles and wire","Zinc ; barres, tiges, profilés et fils"
"790500","Type 15","79","05","00","Zinc; plates, sheets, strip and foil","Zinc ; plaques, feuilles, bandes et feuilles"
"790600","Type 15","79","06","00","Zinc; tubes, pipes and tube or pipe fittings (eg couplings, elbows, sleeves)","Zinc ; tubes, tuyaux et raccords de tubes ou de tuyaux (par exemple raccords, coudes, manchons)"
"790710","Type 15","79","07","10","Zinc; gutters, roof capping, skylight frames and other fabricated building components","Zinc ; gouttières, couronnements de toit, cadres de puits de lumière et autres composants de construction fabriqués"
"790790","Type 15","79","07","90","Zinc; articles n.e.s. in chapter 79","Zinc ; articles n.c.a. au chapitre 79"
"800110","Type 15","80","01","10","Tin; unwrought, not alloyed","Étain ; brut, non allié"
"800120","Type 15","80","01","20","Tin; unwrought, alloys","Étain ; bruts, alliages"
"800200","Type 15","80","02","00","Tin; waste and scrap","Étain ; déchets et rebuts"
"800300","Type 15","80","03","00","Tin; bars, rods, profiles and wire","Étain ; barres, tiges, profilés et fils"
"800400","Type 15","80","04","00","Tin; plates, sheets and strip, of a thickness exceeding 0.2mm","Étain ; plaques, feuilles et bandes, d'une épaisseur excédant 0,2 mm"
"800510","Type 15","80","05","10","Tin foil; (whether or not printed or backed with paper, paperboard, plastics or similar backing materials), of a thickness (excluding any backing) not exceeding 0.2mm","Feuille d'étain ; (même imprimés ou doublés de papier, carton, plastique ou supports similaires), d'une épaisseur (à l'exclusion de tout support) n'excédant pas 0,2 mm"
"800520","Type 15","80","05","20","Tin; powders and flakes","Étain ; poudres et flocons"
"800600","Type 15","80","06","00","Tin; tubes, pipes and tube or pipe fittings (eg couplings, elbows, sleeves)","Étain ; tubes, tuyaux et raccords de tubes ou de tuyaux (par exemple raccords, coudes, manchons)"
"800700","Type 15","80","07","00","Tin; articles n.e.s. in chapter 80","Étain ; articles n.c.a. au chapitre 80"
"810110","Type 15","81","01","10","Tungsten (wolfram); articles thereof, including waste and scrap, powders","Tungstène (wolfram) ; ouvrages en ces matières, y compris déchets et débris, poudres"
"810191","Type 15","81","01","91","Tungsten (wolfram); unwrought, including bars and rods obtained simply by sintering, waste and scrap","Tungstène (wolfram) ; sous forme brute, y compris les barres obtenues simplement par frittage, déchets et débris"
"810192","Type 15","81","01","92","Tungsten (wolfram); bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil","Tungstène (wolfram) ; barres et tiges, autres que celles obtenues simplement par frittage, profilés, plaques, feuilles, feuillards et feuilles"
"810193","Type 15","81","01","93","Tungsten (wolfram); wire","Tungstène (wolfram) ; câble"
"810199","Type 15","81","01","99","Tungsten (wolfram); articles n.e.s. in heading no. 8101","Tungstène (wolfram) ; articles n.c.a. dans la rubrique no. 8101"
"810210","Type 15","81","02","10","Molybdenum; articles thereof, including waste and scrap, powders","Molybdène ; ouvrages en ces matières, y compris déchets et débris, poudres"
"810291","Type 15","81","02","91","Molybdenum; unwrought, including bars and rods obtained simply by sintering, waste and scrap","Molybdène ; sous forme brute, y compris les barres obtenues simplement par frittage, déchets et débris"
"810292","Type 15","81","02","92","Molybdenum; bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil","Molybdène ; barres et tiges, autres que celles obtenues simplement par frittage, profilés, plaques, feuilles, feuillards et feuilles"
"810293","Type 15","81","02","93","Molybdenum; wire","Molybdène ; câble"
"810299","Type 15","81","02","99","Molybdenum; articles n.e.s. in heading no. 8102","Molybdène ; articles n.c.a. dans la rubrique no. 8102"
"810310","Type 15","81","03","10","Tantalum; unwrought, including bars and rods obtained simply by sintering, waste and scrap, powders","Tantale ; sous forme brute, y compris les barres obtenues simplement par frittage, déchets et débris, poudres"
"810390","Type 15","81","03","90","Tantalum; articles n.e.s. in heading no. 8103","Tantale ; articles n.c.a. dans la rubrique no. 8103"
"810411","Type 15","81","04","11","Magnesium; unwrought, containing at least 99.8% by weight of magnesium","Magnésium ; sous forme brute, contenant au moins 99,8 % en poids de magnésium"
"810419","Type 15","81","04","19","Magnesium; unwrought, containing less than 99.8% by weight of magnesium","Magnésium ; sous forme brute, contenant moins de 99,8 % en poids de magnésium"
"810420","Type 15","81","04","20","Magnesium; waste and scrap","Magnésium ; déchets et rebuts"
"810430","Type 15","81","04","30","Magnesium; raspings, turnings and granules, graded according to size, powders","Magnésium ; râpes, tournures et granulés, calibrés selon la taille, poudres"
"810490","Type 15","81","04","90","Magnesium; articles n.e.s. in heading no. 8104","Magnésium ; articles n.c.a. dans la rubrique no. 8104"
"810510","Type 15","81","05","10","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, waste and scrap, powders","Cobalt ; mattes et autres produits intermédiaires de la métallurgie du cobalt, cobalt brut, déchets et débris, poudres"
"810590","Type 15","81","05","90","Cobalt; articles n.e.s. in heading no. 8105","Cobalt ; articles n.c.a. dans la rubrique no. 8105"
"810600","Type 15","81","06","00","Bismuth; articles thereof, including waste and scrap","Bismuth ; ouvrages en ces matières, y compris les déchets et débris"
"810710","Type 15","81","07","10","Cadmium; unwrought, waste and scrap, powders","Cadmium ; bruts, déchets et débris, poudres"
"810790","Type 15","81","07","90","Cadmium; other than unwrought, n.e.s. in heading no. 8107","Cadmium ; autres que sous forme brute, n.d.a. dans la rubrique no. 8107"
"810810","Type 15","81","08","10","Titanium; unwrought, waste and scrap","Titane ; bruts, déchets et débris"
"810890","Type 15","81","08","90","Titanium; other than unwrought, n.e.s. in heading no. 8108","Titane ; autres que sous forme brute, n.d.a. dans la rubrique no. 8108"
"810910","Type 15","81","09","10","Zirconium; unwrought, waste and scrap, powders","Zirconium ; bruts, déchets et débris, poudres"
"810990","Type 15","81","09","90","Zirconium; other than unwrought, n.e.s. in heading no. 8109","Zirconium ; autres que sous forme brute, n.d.a. dans la rubrique no. 8109"
"811000","Type 15","81","10","00","Antimony; articles thereof, including waste and scrap","Antimoine ; ouvrages en ces matières, y compris les déchets et débris"
"811100","Type 15","81","11","00","Manganese; articles thereof, including waste and scrap","Manganèse ; ouvrages en ces matières, y compris les déchets et débris"
"811211","Type 15","81","12","11","Beryllium; unwrought, waste and scrap, powders","Béryllium ; bruts, déchets et débris, poudres"
"811219","Type 15","81","12","19","Beryllium; n.e.s. in item no. 8112.11","Béryllium ; n.c.a. dans l'article no. 8112.11"
"811220","Type 15","81","12","20","Chromium; including waste and scrap","Chrome ; y compris les déchets et la ferraille"
"811230","Type 15","81","12","30","Germanium; including waste and scrap","Germanium ; y compris les déchets et la ferraille"
"811240","Type 15","81","12","40","Vanadium; including waste and scrap","Vanadium ; y compris les déchets et la ferraille"
"811291","Type 15","81","12","91","Gallium, hafnium, indium, niobium (columbium), rhenium and thallium; articles thereof, unwrought, waste and scrap, powders","Gallium, hafnium, indium, niobium (columbium), rhénium et thallium ; ouvrages en ces matières, bruts, déchets et débris, poudres"
"811299","Type 15","81","12","99","Gallium, hafnium, indium, niobium (columbium), rhenium and thallium; other than unwrought, including articles n.e.s. in item no. 8112.91","Gallium, hafnium, indium, niobium (columbium), rhénium et thallium ; autres que bruts, y compris les articles n.d.a. dans l'article no. 8112.91"
"811300","Type 15","81","13","00","Cermets; articles thereof, including waste and scrap","Cermets ; ouvrages en ces matières, y compris les déchets et débris"
"820110","Type 15","82","01","10","Tools, hand; spades and shovels","Outils à main ; pelles et pelles"
"820120","Type 15","82","01","20","Tools, hand; forks","Outils à main ; fourches"
"820130","Type 15","82","01","30","Tools, hand; mattocks, picks, hoes and rakes","Outils à main ; pioches, pioches, houes et râteaux"
"820140","Type 15","82","01","40","Tools, hand; axes, bill hooks and similar hewing tools, of a kind used in agriculture, horticulture or forestry","Outils à main ; haches, serpes et outils similaires à tailler, des types utilisés en agriculture, horticulture ou sylviculture"
"820150","Type 15","82","01","50","Tools, hand; one-handed secateurs (including poultry shears)","Outils à main ; sécateur à une main (y compris les cisailles à volaille)"
"820160","Type 15","82","01","60","Tools, hand; hedge shears, two-handed pruning shears and similar two-handed shears","Outils à main ; cisailles à haies, sécateurs à deux mains et cisailles à deux mains similaires"
"820190","Type 15","82","01","90","Tools, hand; n.e.s. in heading no. 8201, of a kind used in agriculture, horticulture or forestry","Outils à main ; n.c.a. dans la rubrique no. 8201, des types utilisés dans l'agriculture, l'horticulture ou la sylviculture"
"820210","Type 15","82","02","10","Tools, hand; hand saws","Outils à main ; scies à main"
"820220","Type 15","82","02","20","Tools, hand; band saw blades","Outils à main ; lames de scie à ruban"
"820231","Type 15","82","02","31","Tools, hand; circular saw blades (including slitting or slotting saw blades), with working part of steel","Outils à main ; lames de scies circulaires (y compris les lames de scies à refendre ou à refendre), avec partie travaillante en acier"
"820232","Type 15","82","02","32","Tools, hand; circular (including slitting or slotting) saw blades, with working part of materials other than steel","Outils à main ; lames de scies circulaires (y compris à refendre ou à entailler), avec partie travaillante en matériaux autres que l'acier"
"820240","Type 15","82","02","40","Tools, hand; chain saw blades","Outils à main ; lames de scie à chaîne"
"820291","Type 15","82","02","91","Tools, hand; straight saw blades, for working metal","Outils à main ; lames de scie droites, pour le travail du métal"
"820299","Type 15","82","02","99","Tools, hand; saw blades n.e.s. in heading no. 8202","Outils à main ; lames de scie n.d.a. dans la rubrique no. 8202"
"820310","Type 15","82","03","10","Tools, hand; files, rasps and similar tools","Outils à main ; limes, râpes et outils similaires"
"820320","Type 15","82","03","20","Tools, hand; pliers (including cutting pliers), pincers, tweezers and similar tools","Outils à main ; pinces (y compris les pinces coupantes), tenailles, brucelles et outils similaires"
"820330","Type 15","82","03","30","Tools, hand; metal cutting shears and similar tools","Outils à main ; cisailles à métaux et outils similaires"
"820340","Type 15","82","03","40","Tools, hand; pipe-cutters, bolt croppers, perforating punches and similar tools","Outils à main ; coupe-tubes, coupe-boulons, perforateurs et outils similaires"
"820411","Type 15","82","04","11","Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), non-adjustable","Outils à main ; clés et clés à main (y compris les clés dynamométriques mais à l'exclusion des clés à taraud), non réglables"
"820412","Type 15","82","04","12","Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable","Outils à main ; clés et clés à main (y compris les clés dynamométriques mais pas les clés à taraud), réglables"
"820420","Type 15","82","04","20","Tools, hand; interchangeable spanner sockets, with or without handles","Outils à main ; douilles interchangeables, avec ou sans poignées"
"820510","Type 15","82","05","10","Tools, hand; drilling, threading or tapping tools","Outils à main ; outils de perçage, de filetage ou de taraudage"
"820520","Type 15","82","05","20","Tools, hand; hammers and sledge hammers","Outils à main ; marteaux et masses"
"820530","Type 15","82","05","30","Tools, hand; planes, chisels, gauges and similar cutting tools for working wood","Outils à main ; rabots, ciseaux, gabarits et outils de coupe similaires pour le travail du bois"
"820540","Type 15","82","05","40","Tools, hand; screwdrivers","Outils à main ; tournevis"
"820551","Type 15","82","05","51","Tools, hand; household","Outils à main ; Ménage"
"820559","Type 15","82","05","59","Tools, hand; other than household tools","Outils à main ; autres que les outils ménagers"
"820560","Type 15","82","05","60","Tools, hand; blow lamps","Outils à main ; lampes à souder"
"820570","Type 15","82","05","70","Tools, hand; vices, clamps and the like","Outils à main ; étaux, pinces et similaires"
"820580","Type 15","82","05","80","Tools, hand; anvils, portable forges, hand or pedal-operated grinding wheels with frameworks","Outils à main ; enclumes, forges portatives, meules à main ou à pédale avec bâtis"
"820590","Type 15","82","05","90","Tools, hand; sets, of articles of two or more of the foregoing items","Outils à main ; ensembles, d'articles de deux ou plusieurs des articles précédents"
"820600","Type 15","82","06","00","Tools, hand; two or more of heading no. 8202 to 8205, put up in sets for retail sale","Outils à main ; deux ou plus de la position no. 8202 à 8205, conditionnés en assortiments pour la vente au détail"
"820711","Type 15","82","07","11","Tools, interchangeable; rock drilling or earth-boring tools, whether or not power-operated, with working part of sintered metal carbide or cermets","Outils interchangeables  ; outils de forage de roche ou de forage, à moteur ou non, avec partie travaillante en carbure de métal fritté ou en cermets"
"820712","Type 15","82","07","12","Tools, interchangeable; rock drilling or earth-boring tools, with working part of materials other than sintered metal carbide or cermets, for machine or hand tools, whether or not power-operated","Outils interchangeables  ; outils de forage de roche ou de forage, avec partie travaillante en matériaux autres que le carbure métallique fritté ou les cermets, pour machines ou outils à main, à moteur ou non"
"820720","Type 15","82","07","20","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), dies for drawing or extruding metal","Outils interchangeables  ; (pour machines-outils ou outils à main, à moteur ou non), filières d'étirage ou d'extrusion de métaux"
"820730","Type 15","82","07","30","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for pressing, stamping or punching","Outils interchangeables  ; (pour machines-outils ou outils à main, à moteur ou non), outils d'emboutissage, d'estampage ou de poinçonnage"
"820740","Type 15","82","07","40","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for tapping or threading","Outils interchangeables  ; (pour machines-outils ou outils à main, électriques ou non), outils à tarauder ou à fileter"
"820750","Type 15","82","07","50","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for drilling (other than rock)","Outils interchangeables  ; (pour machines-outils ou outils à main, électriques ou non), outils de forage (autres que la roche)"
"820760","Type 15","82","07","60","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for boring or broaching","Outils interchangeables  ; (pour machines-outils ou outils à main, à moteur ou non), à percer ou à brocher"
"820770","Type 15","82","07","70","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for milling","Outils interchangeables  ; (pour machines-outils ou outils à main, à moteur ou non), pour le fraisage"
"820780","Type 15","82","07","80","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for turning","Outils interchangeables  ; (pour machines-outils ou outils à main, à moteur ou non), pour le tournage"
"820790","Type 15","82","07","90","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.s. in heading no. 8207","Outils interchangeables  ; (pour machines-outils ou outils à main, à moteur ou non), pour le vissage ou pour des usages n.d.a. dans la rubrique no. 8207"
"820810","Type 15","82","08","10","Tools; knives and cutting blades, for machines or for mechanical appliances, for metal working","Outils ; couteaux et lames coupantes, pour machines ou pour appareils mécaniques, pour le travail des métaux"
"820820","Type 15","82","08","20","Tools; knives and cutting blades, for wood working machines or mechanical appliances","Outils ; couteaux et lames coupantes, pour machines à bois ou appareils mécaniques"
"820830","Type 15","82","08","30","Tools; knives and cutting blades, for kitchen appliances or for machines used by the food industry","Outils ; couteaux et lames coupantes, pour appareils de cuisine ou pour machines utilisées par l'industrie alimentaire"
"820840","Type 15","82","08","40","Tools; knives and cutting blades, for agricultural, horticultural or forestry machines or mechanical appliances","Outils ; couteaux et lames tranchantes, pour machines ou appareils mécaniques agricoles, horticoles ou forestiers"
"820890","Type 15","82","08","90","Tools; knives and cutting blades, for machines or mechanical appliances, n.e.s. in heading no. 8208","Outils ; couteaux et lames coupantes, pour machines ou appareils mécaniques, n.d.a. dans la rubrique no. 8208"
"820900","Type 15","82","09","00","Tools; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets","Outils ; plaques, bâtons, pointes et similaires pour outils, non montés, en carbures métalliques frittés ou en cermets"
"821000","Type 15","82","10","00","Tools; hand-operated mechanical appliances, weighing 10kg or less, used in the preparation, conditioning or serving of food or drink","Outils ; appareils mécaniques actionnés manuellement, pesant 10 kg ou moins, utilisés dans la préparation, le conditionnement ou le service d'aliments ou de boissons"
"821110","Type 15","82","11","10","Knives; with cutting blades, serrated or not (including pruning knives), sets of assorted articles, excluding knives and blades of heading no. 8208","Des couteaux ; à lames tranchantes, dentelées ou non (y compris les serpettes), assortiments d'articles divers, à l'exclusion des couteaux et lames du n°8208"
"821191","Type 15","82","11","91","Knives; table knives, having fixed cutting blades, serrated or not, excluding knives and blades of heading no. 8208","Des couteaux ; couteaux de table, à lames tranchantes fixes, dentelées ou non, à l'exclusion des couteaux et lames du no. 8208"
"821192","Type 15","82","11","92","Knives; having fixed cutting blades, (other than table knives), serrated or not, excluding knives and blades of heading no. 8208","Des couteaux ; à lames tranchantes fixes (autres que les couteaux de table), dentelées ou non, à l'exclusion des couteaux et lames du no. 8208"
"821193","Type 15","82","11","93","Knives; with cutting blades, (having other than fixed blades), serrated or not, excluding knives and blades of heading no. 8208","Des couteaux ; à lames coupantes, (à lames autres que fixes), dentelées ou non, à l'exclusion des couteaux et lames du n°8208"
"821194","Type 15","82","11","94","Blades; cutting, serrated or not, excluding those of heading no. 8208","Lames ; coupants, dentelés ou non, à l'exclusion de ceux du n°8208"
"821210","Type 15","82","12","10","Razors","Rasoirs"
"821220","Type 15","82","12","20","Razors; safety razor blades, including razor blade blanks in strips","Rasoirs ; lames de rasoir de sûreté, y compris ébauches de lames de rasoir en lanières"
"821290","Type 15","82","12","90","Razors; parts n.e.s. in heading no. 8212","Rasoirs ; parties n.c.a. dans la rubrique no. 8212"
"821300","Type 15","82","13","00","Scissors; tailors' shears, similar shears and blades therefor","Ciseaux ; cisailles de tailleur, cisailles similaires et leurs lames"
"821410","Type 15","82","14","10","Cutlery; paper knives, letter openers, erasing knives, pencil sharpeners and blades therefor","Coutellerie ; coupe-papier, ouvre-lettres, effaceurs, taille-crayons et leurs lames"
"821420","Type 15","82","14","20","Manicure or pedicure sets and instruments; (including nail files)","Nécessaires et instruments de manucure ou de pédicure ; (y compris les limes à ongles)"
"821490","Type 15","82","14","90","Cutlery; hair clippers and mincing knives","Coutellerie ; tondeuses à cheveux et couteaux à hacher"
"821510","Type 15","82","15","10","Cutlery; sets of assorted articles (eg spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar), with at least one article plated with precious metal","Coutellerie ; ensembles d'articles assortis (par exemple cuillères, fourchettes, louches, écumoires, pelles à gâteaux, couteaux à poisson, couteaux à beurre, pinces à sucre et similaires), avec au moins un article plaqué de métal précieux"
"821520","Type 15","82","15","20","Cutlery; sets of assorted articles (eg spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar), not plated with precious metal","Coutellerie ; ensembles d'articles divers (par exemple cuillères, fourchettes, louches, écumoires, pelles à gâteaux, couteaux à poisson, couteaux à beurre, pinces à sucre et similaires), non plaqués de métaux précieux"
"821591","Type 15","82","15","91","Cutlery; (eg spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar), plated with precious metal, not in sets","Coutellerie ; (par exemple cuillères, fourchettes, louches, écumoires, pelles à gâteaux, couteaux à poisson, couteaux à beurre, pinces à sucre et similaires), plaqués de métaux précieux, non en assortiments"
"821599","Type 15","82","15","99","Cutlery; other than plated with precious metal","Coutellerie ; autres que plaqués de métaux précieux"
"830110","Type 15","83","01","10","Padlocks; (key, combination or electrically operated), of base metal","Cadenas  ; (à clé, à combinaison ou à commande électrique), en métaux communs"
"830120","Type 15","83","01","20","Locks; of a kind used for motor vehicles (key, combination or electrically operated), of base metal","Serrures  ; des types utilisés pour les véhicules automobiles (à clé, à combinaison ou électriques), en métaux communs"
"830130","Type 15","83","01","30","Locks; of a kind used for furniture (key, combination or electrically operated), of base metal","Serrures  ; des types utilisés pour les meubles (à clé, à combinaison ou à commande électrique), en métaux communs"
"830140","Type 15","83","01","40","Locks; (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal","Serrures  ; (autres que celles pour véhicules automobiles ou meubles), (à clé, à combinaison ou à commande électrique), en métaux communs"
"830150","Type 15","83","01","50","Clasps and frames with clasps; incorporating locks, of base metal","Fermoirs et cadres avec fermoirs ; comportant des serrures, en métaux communs"
"830160","Type 15","83","01","60","Locks; parts of padlocks, locks, clasps and frames with clasps incorporating locks, of base metal","Serrures  ; parties de cadenas, serrures, fermoirs et cadres avec fermoirs incorporant des serrures, en métaux communs"
"830170","Type 15","83","01","70","Keys; presented separately, of base metal","Clés ; présentés séparément, en métaux communs"
"830210","Type 15","83","02","10","Hinges; suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal","Charnières  ; pour meubles, portes, escaliers, fenêtres, persiennes, carrosseries, articles de sellerie, malles, coffres, coffrets ou similaires, en métaux communs"
"830220","Type 15","83","02","20","Castors; with mountings, of base metal","Roulettes ; avec fixations, en métaux communs"
"830230","Type 15","83","02","30","Mountings, fittings and similar articles; for motor vehicles, of base metal","Garnitures, ferrures et articles similaires ; pour véhicules automobiles, en métaux communs"
"830241","Type 15","83","02","41","Mountings, fittings and similar articles; of base metal, suitable for buildings","Garnitures, ferrures et articles similaires ; en métal de base, adapté aux bâtiments"
"830242","Type 15","83","02","42","Mountings, fittings and similar articles; suitable for furniture of base metal","Garnitures, ferrures et articles similaires ; convient aux meubles en métaux communs"
"830249","Type 15","83","02","49","Mountings, fittings and similar articles; suitable for other than buildings or furniture, of base metal","Garnitures, ferrures et articles similaires ; utilisables à d'autres fins que la construction ou l'ameublement, en métaux communs"
"830250","Type 15","83","02","50","Hat-racks, hat-pegs, brackets and similar fixtures, of base metal","Porte-chapeaux, porte-chapeaux, supports et articles similaires, en métaux communs"
"830260","Type 15","83","02","60","Automatic door closures; of base metal","Fermetures automatiques des portes  ; de métaux communs"
"830300","Type 15","83","03","00","Safes; armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal","Coffres-forts ; blindés ou renforcés, coffres-forts, portes et coffres-forts pour chambres fortes, coffres-forts ou coffres-forts et similaires, en métaux communs"
"830400","Type 15","83","04","00","Office equipment; filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403","Matériel de bureau ; classeurs, classeurs à fiches, corbeilles à papier, repose-papiers, plumiers, porte-timbres et matériel de bureau ou de bureau similaire, en métaux communs, à l'exception du mobilier de bureau du no. 9403"
"830510","Type 15","83","05","10","Stationery; fittings for loose-leaf binders or files, of base metal","Papeterie ; garnitures pour reliures à feuilles mobiles ou classeurs, en métaux communs"
"830520","Type 15","83","05","20","Stationery; staples in strips, (eg for offices, upholstery, packaging), of base metal","Papeterie ; agrafes en bandes (par exemple pour bureaux, tapisserie, emballage), en métaux communs"
"830590","Type 15","83","05","90","Stationery; letter clips, letter corners, paper clips, indexing tags and similar office articles, including parts, of base metal","Papeterie ; trombones, coins de lettres, trombones, étiquettes d'indexation et articles de bureau similaires, y compris leurs parties, en métaux communs"
"830610","Type 15","83","06","10","Bells, gongs and the like; non-electric, of base metal","Cloches, gongs et similaires ; non électriques, en métaux communs"
"830621","Type 15","83","06","21","Statuettes and other ornaments; of base metal plated with precious metal","Statuettes et autres ornements ; de métaux communs plaqués de métaux précieux"
"830629","Type 15","83","06","29","Statuettes and other ornaments; of base metal other than plated with precious metal","Statuettes et autres ornements ; en métaux communs autres que plaqués de métaux précieux"
"830630","Type 15","83","06","30","Photograph, picture or similar frames, mirrors; of base metal","Photographies, cadres ou cadres similaires, miroirs  ; de métaux communs"
"830710","Type 15","83","07","10","Tubing; flexible, with or without fittings, of iron or steel","Tubes ; flexibles, avec ou sans accessoires, en fer ou en acier"
"830790","Type 15","83","07","90","Tubing; flexible, with or without fittings of base metal, other than those of iron or steel","Tubes ; souple, avec ou sans garnitures en métaux communs, autres qu'en fer ou en acier"
"830810","Type 15","83","08","10","Hooks, eyes and eyelets; of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles","Crochets, yeux et oeillets  ; en métaux communs, des types utilisés pour l'habillement, les chaussures, les auvents, les sacs à main, les articles de voyage ou d'autres articles confectionnés"
"830820","Type 15","83","08","20","Rivets; tubular or bifurcated, of base metal","Rivet ; tubulaires ou bifurquées, en métaux communs"
"830890","Type 15","83","08","90","Clasps, frames with clasps, buckles, buckle clasps; of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles, including parts","Fermoirs, cadres avec fermoirs, boucles, fermoirs à boucle ; en métaux communs, des types utilisés pour l'habillement, les chaussures, les auvents, les sacs à main, les articles de voyage ou d'autres articles confectionnés, y compris les parties"
"830910","Type 15","83","09","10","Stoppers; corks, of base metal","Bouchons ; bouchons, en métaux communs"
"830990","Type 15","83","09","90","Stoppers; caps and lids, of base metal","Bouchons ; bouchons et couvercles, en métaux communs"
"831000","Type 15","83","10","00","Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols; of base metal, excluding those of heading no. 9405","Plaques d'enseignes, plaques signalétiques, plaques-adresses et plaques similaires, chiffres, lettres et autres symboles ; en métaux communs, à l'exclusion de ceux du n°9405"
